"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_surfacewater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",82
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",160
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",40
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",82
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",160
"DTXSID2021995","usgs_surfacewater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",40
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","deet",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","diethyl toluamide_ deet",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","for maximum protection deep woods off (see suppl data)",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","hourguard 8 insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent ii_ s00856",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent towelettes",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insect repellent_ 2 fl oz 20502_ 20602",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insecticide",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","insecticide 4 oz",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","liquid insect repellant",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","mgk diethyltoluamide_ 439000",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","misty insect repellent",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","misty insect repellent ii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","mosquito guard insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","n n-diethy-m-toluamide 98%_ d10095-1",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off aerosol 11810",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off aerosol unscented",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
